ProDataCSV

Title: Tue Apr 28 11:24:30 2026

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:26 2026 by unknown.

Options:

Available Dimensions:,2
Wavelength,Wavelength: 180nm - 260nm, Step Size: 1nm,Bandwidth: 1nm
Repeat,5 repeats in set., -iter option selected

Available Properties: ,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:


CircularDichroism
Wavelength,Repeat
,0,1,2,3,4,
260,-1.08424,-1.07939,-1.16198,-1.15123,-1.03525
259,-1.26203,-1.04393,-1.13285,-1.20542,-1.03182
258,-1.16734,-1.14166,-0.918834,-1.18267,-1.39187
257,-1.2413,-1.10016,-1.08733,-1.19085,-1.04068
256,-1.28224,-1.25396,-1.06606,-1.40567,-1.15502
255,-1.17878,-1.01362,-1.18875,-1.21191,-1.22938
254,-1.28849,-1.15115,-0.933602,-1.33308,-1.41008
253,-1.19168,-1.13623,-1.02847,-1.08896,-1.2055
252,-1.26662,-1.31249,-1.21172,-1.01248,-1.34734
251,-1.31803,-1.23929,-1.3885,-1.20419,-1.33217
250,-1.21737,-1.4348,-1.20707,-0.883927,-1.22644
249,-1.31013,-1.34057,-1.15459,-1.26076,-1.17926
248,-1.44278,-1.56916,-1.37,-1.23554,-1.38503
247,-1.30085,-1.18027,-1.7502,-1.48829,-1.30707
246,-1.56553,-1.45596,-1.64172,-1.49579,-1.38249
245,-1.49465,-1.78515,-1.7648,-1.82993,-1.77336
244,-1.99868,-2.19874,-1.7662,-1.79682,-1.95236
243,-2.24716,-2.13444,-2.00686,-2.29428,-2.31719
242,-2.51548,-2.57811,-2.55485,-2.70683,-2.48169
241,-3.01262,-3.0881,-3.05106,-2.94684,-2.86819
240,-3.51862,-3.41574,-3.68474,-3.50281,-3.32402
239,-4.1347,-3.97635,-4.04613,-4.23759,-4.08832
238,-5.06239,-4.91507,-4.97066,-4.954,-4.83912
237,-5.91254,-5.73123,-5.91805,-5.97046,-5.75591
236,-6.95623,-7.02626,-6.6477,-7.08047,-6.89919
235,-8.17683,-8.18602,-8.04303,-8.29534,-8.15876
234,-9.43487,-9.28958,-9.46608,-9.32285,-9.58645
233,-11.224,-10.6269,-11.1052,-10.9272,-10.965
232,-12.7748,-12.4388,-12.6322,-12.8462,-12.6817
231,-14.3962,-14.491,-14.1806,-14.5092,-14.611
230,-16.0313,-16.2209,-15.9764,-15.7799,-15.8345
229,-17.6394,-17.893,-17.7331,-17.7999,-17.5762
228,-19.0893,-19.0039,-19.1075,-18.6663,-19.132
227,-20.2511,-20.5138,-20.4195,-20.349,-20.1826
226,-21.4536,-21.1556,-21.5854,-21.3175,-21.2234
225,-22.0436,-21.8277,-21.6872,-22.0804,-21.9723
224,-22.4225,-22.727,-22.4267,-22.6108,-22.2108
223,-23.0158,-22.6909,-22.8888,-22.8249,-22.7446
222,-22.799,-22.7292,-22.1702,-22.9159,-22.8101
221,-22.6114,-22.1391,-22.6707,-22.6701,-22.5152
220,-21.9471,-22.247,-22.1166,-22.2873,-22.0672
219,-21.7886,-21.9801,-21.8087,-21.7353,-21.5871
218,-21.0893,-21.299,-21.5795,-21.525,-21.5292
217,-21.3116,-21.0659,-20.9551,-21.0309,-21.205
216,-20.7066,-21.0073,-20.34,-20.9339,-20.4061
215,-20.267,-20.3621,-20.6031,-20.2248,-20.312
214,-20.5877,-20.4798,-20.241,-20.3192,-20.6846
213,-20.6202,-20.4789,-20.3527,-20.8694,-20.6125
212,-20.8676,-21.4286,-20.7836,-20.5612,-20.8174
211,-21.1995,-21.6041,-21.4691,-21.4004,-21.2786
210,-21.3694,-21.9231,-21.636,-21.6557,-21.6706
209,-21.8479,-21.9114,-21.4606,-21.4269,-21.6567
208,-21.102,-20.9678,-21.1808,-20.9842,-20.8501
207,-19.2339,-19.3431,-19.6697,-19.4658,-19.2951
206,-16.9139,-16.8444,-16.231,-16.3841,-16.2874
205,-13.1857,-13.2618,-13.4827,-13.1949,-13.5204
204,-9.81797,-9.33649,-8.98175,-9.09999,-9.29641
203,-4.63295,-5.08445,-5.07751,-4.7264,-4.81001
202,0.286182,0.537383,0.52617,0.582698,0.340678
201,6.98496,6.62556,6.95354,6.50125,6.56292
200,13.848,13.8201,13.3804,13.4798,13.3716
