ProDataCSV

Title: Tue Apr 28 09:22:34 2026

Remarks:
50 mM NaF
25 mM Pi pH 7.5
User: Chirascan User
#HV (CDDC channel): 357.01 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:14 2026 by unknown.

Options:

Available Dimensions:,2
Wavelength,Wavelength: 180nm - 260nm, Step Size: 1nm,Bandwidth: 1nm
Repeat,5 repeats in set., -iter option selected

Available Properties: ,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:


CircularDichroism
Wavelength,Repeat
,0,1,2,3,4,
260,-1.01372,-1.12417,-1.00112,-0.9503,-1.21013
259,-1.00083,-1.41741,-0.974698,-0.841178,-1.07004
258,-0.982062,-0.852141,-1.14121,-1.01505,-1.27061
257,-0.991701,-1.33734,-1.23654,-0.881134,-1.12374
256,-1.08724,-0.983274,-1.22131,-1.14485,-1.10125
255,-1.31711,-1.08046,-1.04931,-1.23668,-1.07621
254,-1.02874,-1.01347,-1.03045,-0.988837,-1.15345
253,-1.01536,-1.10553,-1.23723,-0.994747,-0.746659
252,-1.15212,-1.05041,-1.39152,-1.06703,-0.82396
251,-1.1577,-1.12777,-1.15695,-1.15753,-1.14232
250,-1.01571,-1.21171,-0.862314,-1.237,-1.1278
249,-1.11995,-0.962476,-1.03111,-0.922919,-1.03731
248,-0.951488,-0.864801,-1.05181,-0.840807,-0.913643
247,-0.9523,-0.936193,-1.03,-1.39245,-1.13557
246,-1.13397,-1.19113,-1.27967,-0.97604,-1.13419
245,-1.07828,-1.00107,-1.1222,-0.985695,-1.21617
244,-1.07775,-0.817796,-1.14581,-1.0546,-1.12959
243,-0.964198,-0.81045,-0.816616,-0.792856,-0.869468
242,-1.17493,-1.31125,-1.05458,-1.10559,-1.09173
241,-1.02168,-1.1309,-1.04745,-1.3703,-1.08209
240,-1.17986,-1.14918,-1.0901,-0.898592,-0.926391
239,-1.00209,-1.0927,-1.10439,-1.37352,-1.23845
238,-1.38667,-1.03727,-0.786519,-1.04698,-0.838104
237,-1.12163,-1.18942,-1.04065,-0.885431,-1.11131
236,-1.15459,-1.04636,-1.0558,-1.2322,-0.852783
235,-1.15585,-0.943617,-1.15432,-0.869905,-1.34147
234,-1.22972,-1.16527,-1.21499,-1.09247,-1.21271
233,-1.11304,-1.04461,-1.11478,-0.908228,-1.1695
232,-1.29755,-1.32247,-0.857441,-0.973451,-1.04159
231,-1.29113,-1.06554,-1.33212,-1.05159,-1.14779
230,-1.19959,-1.06551,-1.42563,-1.10346,-0.944601
229,-1.04963,-1.08307,-1.53336,-1.21872,-1.52027
228,-1.23701,-1.20556,-1.29964,-1.15502,-1.1835
227,-1.38344,-1.02258,-1.18836,-1.40675,-1.00161
226,-1.42765,-1.18131,-1.2007,-1.19651,-1.21499
225,-1.16822,-1.53889,-1.10981,-1.20913,-1.1334
224,-1.29433,-1.40808,-1.17986,-1.40587,-1.44941
223,-1.58652,-1.29154,-1.20401,-1.08465,-0.971687
222,-1.32953,-1.87449,-1.5344,-1.44967,-1.44634
221,-1.6246,-1.48702,-1.36664,-1.49024,-1.48273
220,-1.19415,-1.46188,-1.21195,-1.44384,-1.20529
219,-1.27832,-1.46836,-1.34558,-1.54505,-1.57744
218,-1.61973,-1.43391,-1.50777,-1.36429,-1.39879
217,-1.61808,-1.53729,-1.50905,-1.59956,-1.4393
216,-1.55391,-1.49875,-1.62677,-1.48344,-1.38537
215,-1.84777,-1.45519,-1.60143,-1.55614,-1.68305
214,-1.58448,-1.68222,-1.73019,-1.93678,-2.08873
